Materia,iddomanda,domanda,risposta1,risposta2,risposta3,risposta4,risposta_corretta
SIMULAZIONE ALTRE BUSTE 2,VATB2_15,Il muscolo estensore breve delle dita (piede),Estende il 2∘  3∘  4∘ e 5º dito del piede,Estende dal 2∘ al 4∘ dito del piede,Estende dal 3∘ al 5∘ dito del piede,,Estende dal 2∘ al 4∘ dito del piede
SIMULAZIONE ALTRE BUSTE 2,VATB2_16,Durante un massaggio è consigliato:,Utilizzare olio minerale addizionato con olio essenziale,Utilizzare olio vegetale  addizionato con olio essenziale,Utilizzare olio essenziale,,Utilizzare olio vegetale  addizionato con olio essenziale
SIMULAZIONE ALTRE BUSTE 2,VATB2_17,Il punto riflesso del cuore è,Sulla 3^ articolazione del piede destro,Sulla 4∧ articolazione del piede sinistro,Sulla 4 articolazione del piede destro,,Sulla 4∧ articolazione del piede sinistro
SIMULAZIONE ALTRE BUSTE 2,VATB2_18,I punti riflessi dell'apparato genitale indiretto si trova,Sotto il tallone,nella zona mediale a livello del malleolo,Comincia nella zona laterale sotto il malleolo e prosegue in zona mediale,,Sotto il tallone
SIMULAZIONE ALTRE BUSTE 2,VATB2_19,L'apparato gastrointestinale comincia da,Piede destro sotto il primo dito con lo stomaco,Piede sinistro in visione mediale a livello del colon trasverso,Piede sinistro nella zona plantare interdigitale tra il primo e secondo dito,,Piede sinistro nella zona plantare interdigitale tra il primo e secondo dito
SIMULAZIONE ALTRE BUSTE 2,VATB2_20,Perché è importante conoscere il fenomeno della rifrazione in una seduta di IdroKinesi?,Perché può incidere con il reale movimento di un corpo in acqua se osservato da un punto esterno,Non è importante,Perché può variare la densità dell'acqua,,Perché può incidere con il reale movimento di un corpo in acqua se osservato da un punto esterno
SIMULAZIONE ALTRE BUSTE 2,VATB2_21,Nella seduta di Idrokinesi  cosa è consigliato trattare nella posizione supina in galleggiamento,Solo l'arto inferiore,Arto superiore e zona cervicale,Nessuna delle precedenti,,Nessuna delle precedenti
SIMULAZIONE ALTRE BUSTE 2,VATB2_22,La pressione idrostatica e la spinta idrostatica,Sono forze che agiscono sui tessuti del corpo umano,Sono riferibili all'ambiente terrestre e non acquatico,Non sono forze fisico-meccaniche che interessano l'idroKinesi,,Sono forze che agiscono sui tessuti del corpo umano
SIMULAZIONE ALTRE BUSTE 2,VATB2_23,Il beccheggio,è il movimento sull'asse longitudinale,è il movimento sull'asse trasversale,Nessuna delle precedenti,,è il movimento sull'asse trasversale
SIMULAZIONE ALTRE BUSTE 2,VATB2_24,Un corpo non idrodinamico che crea molte turbolenze,Per muoversi ha bisogno di meno forza rispetto ad un corpo idrodinamico,Non può muoversi in ambiente acquatico e non è interessante per esercizi di idrokinesi,Può essere considerato per esercizi di potenziamento muscolare,,Può essere considerato per esercizi di potenziamento muscolare
SIMULAZIONE ALTRE BUSTE 2,VATB2_25,Il sistema linfatico nasce,A fondo cieco nello spazio interstiziale,Direttamente dai capillari arteriosi,Direttamente dai capillari venosi,,A fondo cieco nello spazio interstiziale
SIMULAZIONE ALTRE BUSTE 2,VATB2_26,Il sistema linfatico ha funzione di,Mantenere il volume ematico totale,Termoregolazione,Ossigenazione tissutale,,Mantenere il volume ematico totale
SIMULAZIONE ALTRE BUSTE 2,VATB2_27,Controindicazioni relative del linfodrenaggio,Insufficienza cardiaca,TBC,fragilità capillare,,Insufficienza cardiaca
SIMULAZIONE ALTRE BUSTE 2,VATB2_28,Il linfagione,è posto solo in profondità sotto la fascia muscolare,è l'unità strutturale del sistema linfatico,non è dotato di capacità contrattile,,è l'unità strutturale del sistema linfatico
SIMULAZIONE ALTRE BUSTE 2,VATB2_29,Nell'llo Linfonodale troviamo,Vasi linfatici afferenti al linfonodo,Vasi linfatici efferenti,Nessuna delle precedenti,,Vasi linfatici efferenti
SIMULAZIONE ALTRE BUSTE 2,VATB2_30,Il linfonodo è costituito da,Capsula  corticale e midollare,Capsula e nucleo,Capsula  tessuto spugnoso e nucleo,,Capsula  corticale e midollare
SIMULAZIONE ALTRE BUSTE 2,VATB2_31,Il tessuto connettivo è formato da,Sostanza intercellulare,Acqua e cellule,Linfa e cellule,,Sostanza intercellulare
SIMULAZIONE ALTRE BUSTE 2,VATB2_32,Il tessuto cartilagineo,è un tipo di tessuto connettivale,non è un tessuto,è un tessuto ma non di tipo connettivale,,è un tipo di tessuto connettivale
SIMULAZIONE ALTRE BUSTE 2,VATB2_33,Il sangue e la linfa,Non sono tessuti,Sono dei tessuti connettivali,Sono tessuti non di tipo connettivale,,Sono dei tessuti connettivali
SIMULAZIONE ALTRE BUSTE 2,VATB2_34,Il massaggio connettivale ha un'azione:,Locale,Riflessa,Locale e riflessa,,Locale e riflessa
SIMULAZIONE ALTRE BUSTE 2,VATB2_35,Le manualità del massaggio connettivale sono,Cutaneo  sottocutaneo e fascia,Dermica  muscolare  neuronale ,Cutaneo  muscolare  fascia,,Cutaneo  sottocutaneo e fascia
SIMULAZIONE ALTRE BUSTE 2,VATB2_36,Applicando il TapeKinesiologico longitudinale al ventre muscolare con tensione di circa il 70% che azione ottengo?,Miorilassante antalgica,Eccito motoria,Nessuna delle precedenti,,Eccito motoria
SIMULAZIONE ALTRE BUSTE 2,VATB2_37,La tensione applicativa di TapeKinesiologico con la tecnica Pocket o Drenante deve essere,Da circa 0 a 20%,Da circa 20 a 50%,Da circa 50 a 70%,,Da circa 0 a 20%
SIMULAZIONE ALTRE BUSTE 2,VATB2_38,Qual è la caratteristica della colla adesiva presente sul Tape Kinesiologico?,è paragonabile alla benda coesiva,Non ha caratteristiche distintive da altre bende adesive,è spalmata a onde,,è spalmata a onde
SIMULAZIONE ALTRE BUSTE 2,VATB2_39,La Costituzione tutela la salute in Italia?,Nella Costituzione non è tutelata la Salute,La Costituzione nell'Art. 32 riconosce la salute come diritto fondamentale dell'individuo e interesse della collettività  garantendo la possibilità di curarsi anche agli indigenti,La Costituzione nell'Art. 32 tutela la salute come diritto fondamentale dell'individuo solo nei confronti dei cittadini che pagano le tasse,,La Costituzione nell'Art. 32 riconosce la salute come diritto fondamentale dell'individuo e interesse della collettività  garantendo la possibilità di curarsi anche agli indigenti
SIMULAZIONE ALTRE BUSTE 2,VATB2_40,Cos'è la capacità di agire,Capacità di essere titolare di diritti e obbligi,Capacità di poter disporre dei propri diritti e di poter assumere obblighi,Capacità di muoversi liberamente in Italia,,Capacità di poter disporre dei propri diritti e di poter assumere obblighi
SIMULAZIONE ALTRE BUSTE 2,VATB2_41,Cos'è la capacità Giuridica,Capacità di essere titolare di diritti e obblighi,Capacità di poter disporre dei propri diritti e di poter assumere obblighi,Capacità di poter acquistare un appartamento,,Capacità di essere titolare di diritti e obblighi
SIMULAZIONE ALTRE BUSTE 2,VATB2_42,Nel documento della valutazione dei rischi devono essere individuate le misure di prevenzione e di protezione dei rischi,No,Si solo se l'impresa è di proprietà dello Stato,Si  sempre,,Si  sempre
SIMULAZIONE ALTRE BUSTE 2,VATB2_43,A cosa serve il sistema Miofasciale,A proteggere le articolazioni,A migliorare il trofismo dei muscoli,A mettere in comunicazione organi e tessuti,,A mettere in comunicazione organi e tessuti
SIMULAZIONE ALTRE BUSTE 2,VATB2_44,Il massaggio su tumefazioni linfonodali,Si può effettuare sulla zona infiammata,Si può effettuare su altri distretti corporei,Non si può effettuare,,Non si può effettuare
SIMULAZIONE ALTRE BUSTE 2,VATB2_45,La fascia è,Molto vascolarizzata,Non è affatto vascolarizzata,Poco vascolarizzata,,Poco vascolarizzata
SIMULAZIONE ALTRE BUSTE 2,VATB2_46,Di quale tessuto è formata la fascia,Osseo,Muscolare,Connettivale,,Connettivale
SIMULAZIONE ALTRE BUSTE 2,VATB2_47,Il massaggio miofasciale migliora,La postura,la cellulite,il tono della pelle,,La postura
SIMULAZIONE ALTRE BUSTE 2,VATB2_48,A chi dare priorità nel massaggio pregara,A chi sta perfettamente bene,A chi denuncia qualche problema,Alle persone che sono decisive per la riuscita della competizione,,A chi denuncia qualche problema
SIMULAZIONE ALTRE BUSTE 2,VATB2_49,Il massaggio post gara è utile per,Aiutare ad eliminare le tossine ed i radicali liberi prodotti durante la competizione,togliere l'acido lattico,Riprendere la normale attività respiratoria e cardiaca,,Aiutare ad eliminare le tossine ed i radicali liberi prodotti durante la competizione
SIMULAZIONE ALTRE BUSTE 2,VATB2_50,Quali sono le manovre più adatte al massaggio post-gara? [VERIFICARE - Dovrebbe essere C],Alternare le manualità di sfregamento profondo e frizioni  alla percussione ed al rotolamento,Alternare le manualità di sfregamento profondo e frizioni  allo scuotimento ed al rotolamento,Alternare le manualità di sfregamento profondo e frizioni  allo scuotimento ed all'impastamento,,Alternare le manualità di sfregamento profondo e frizioni  allo scuotimento ed al rotolamento
SIMULAZIONE ALTRE BUSTE 3,VATB3_1,La funzione della porzione di conduzione delle vie aeree è,solo filtrare l'aria,solo riscaldare l'aria,Filtrare  riscaldare e umidificare l'aria,,Filtrare  riscaldare e umidificare l'aria
SIMULAZIONE ALTRE BUSTE 3,VATB3_2,la porzione respiratoria dell'apparato respiratorio ha come funzione,lo scambio gassoso,Il mantenimento di gradienti di elettricità,nessuna delle precedenti,,lo scambio gassoso
SIMULAZIONE ALTRE BUSTE 3,VATB3_3,l'epitelio respiratorio è,solo pseudostratificato,solo cilindrico,pseudostratificato  cilindrico e ciliato,,pseudostratificato  cilindrico e ciliato
SIMULAZIONE ALTRE BUSTE 3,VATB3_4,l'apparato respiratorio ha come tipi di cellule,Un solo tipo di cellule,più tipologie di cellule,solo due tipi di cellule,,più tipologie di cellule
SIMULAZIONE ALTRE BUSTE 3,VATB3_5,L'epitelio alveolare è,Pluristratificato,con nessuna determinazione istologica,Pavimentoso semplice,,Pavimentoso semplice
SIMULAZIONE ALTRE BUSTE 3,VATB3_6,il cuore è una pompa contrattile,una pompa contrattile,un organo non eccitabile,nessuna delle precedenti,,una pompa contrattile
SIMULAZIONE ALTRE BUSTE 3,VATB3_7,Il sistema dei vasi ha come funzione,solo la depurazione della detossificazione,una funzionalità mirata all'assorbimento delle sostanze,il trasporto di tutte le sostanze importanti per il nostro organismo,,il trasporto di tutte le sostanze importanti per il nostro organismo
SIMULAZIONE ALTRE BUSTE 3,VATB3_8,Quanti tipi di circolazione abbiamo?,1,2,4,,2
SIMULAZIONE ALTRE BUSTE 3,VATB3_9,Il cuore è suddiviso in,due atri e due ventricoli,un atrio e un ventricolo,cavità dinamiche ma senza un ordine fisso,,due atri e due ventricoli
SIMULAZIONE ALTRE BUSTE 3,VATB3_10,La frequenza cardiaca conta,il numero di battiti al minuto,il numero di battiti al secondo,il numero di battiti all'ora,,il numero di battiti al minuto
SIMULAZIONE ALTRE BUSTE 3,VATB3_11,le fibre del cuore sono capaci di,Andare in apoptosi,autoeccitarsi,nessuna delle precedenti,,autoeccitarsi
SIMULAZIONE ALTRE BUSTE 3,VATB3_12,il sinonimo di flogosi è,fagocitosi,apoptosi,infiammazione,,infiammazione
SIMULAZIONE ALTRE BUSTE 3,VATB3_13,la pelle e la mucosa intestinale insieme rappresentano,parti con nessuna funzione,organi di difesa e protezione,nessuna delle precedenti,,organi di difesa e protezione
SIMULAZIONE ALTRE BUSTE 3,VATB3_14,le cellule linfoidi innate hanno come funzione,quella eccitatoria,mantenere l'omeostasi,solo di nutrire il microbiota,,mantenere l'omeostasi
SIMULAZIONE ALTRE BUSTE 3,VATB3_15,La più grande ghiandola dell'organismo è,il fegato,il pancreas,la tiroide,,il fegato
SIMULAZIONE ALTRE BUSTE 3,VATB3_16,i mediatori della flogosi hanno come ruolo,danneggiare,organizzare l'infiammo,non far venire l'infiammo,,organizzare l'infiammo
SIMULAZIONE ALTRE BUSTE 3,VATB3_17,i nutrienti interferiscono,solo con il metabolismo e la trasduzione del segnale,solo con l'espressione genica,con tutte le precedenti,,con tutte le precedenti
SIMULAZIONE ALTRE BUSTE 3,VATB3_18,nel processo di differenziazione delle cellule,sono ancora capaci di riprodursi,divengono ancora una volta staminali,assumono una forma e una funzione perdendo la capacità di riprodursi,,assumono una forma e una funzione perdendo la capacità di riprodursi
SIMULAZIONE ALTRE BUSTE 3,VATB3_19,Il sistema linfatico ha,solo una funzione,numerose funzioni importanti,è un sistema obsoleto di cui potremmo anche fare a meno,,numerose funzioni importanti
SIMULAZIONE ALTRE BUSTE 3,VATB3_20,L'età evolutiva riguarda,L'evoluzione del cervello,il percorso del corpo dalla nascita fino all'adulto,la crescita solo degli arti,,il percorso del corpo dalla nascita fino all'adulto
SIMULAZIONE ALTRE BUSTE 3,VATB3_21,Qual è l'unica dieta introdotta come patrimonio non materiale dell'unesco,mediterranea,vegana,vegetariana,,mediterranea
SIMULAZIONE ALTRE BUSTE 3,VATB3_22,quali sono gli ormoni che regolano gli zuccheri nel sangue,insulina e somatostatina,insulina e paratormone,insulina e glucagone,,insulina e glucagone
SIMULAZIONE ALTRE BUSTE 3,VATB3_23,Come vengono classificati  come alimento  i legumi,carboidrati,fibre,proteine,,proteine
SIMULAZIONE ALTRE BUSTE 3,VATB3_24,quali ormoni regolano i livelli di calcio ematico,calcitonina e adrenalina,paratormone e calcitonina,cortisolo e insulina,,paratormone e calcitonina
SIMULAZIONE ALTRE BUSTE 3,VATB3_25,Ruolo della vitamina D,aumentare l'assorbimento del calcio a livello intestino,fissare il calcio all'osso,ridurre i valori di calcio ematico,,aumentare l'assorbimento del calcio a livello intestino
SIMULAZIONE ALTRE BUSTE 3,VATB3_26,cosa si intende per indice glicemico,la velocità di ingresso degli zuccheri assunti nel sangue,il quantitativo di zuccheri che entrano nel sangue,il quantitativo di kcal di un alimento,,la velocità di ingresso degli zuccheri assunti nel sangue
SIMULAZIONE ALTRE BUSTE 3,VATB3_27,Quale sostanza viene assorbita esclusivamente nello stomaco,acqua,lipidi,vitamina B12,,vitamina B12
SIMULAZIONE ALTRE BUSTE 3,VATB3_28,il fabbisogno degli alimenti deve essere,50% carboidrati  30% proteine  20%grassi,30% carboidrati  30% proteine  40%grassi,55-65% carboidrati  15-20% proteine  20-30%grassi,,55-65% carboidrati  15-20% proteine  20-30%grassi
SIMULAZIONE ALTRE BUSTE 3,VATB3_29,L'osteoporosi è,una patologia infiammatoria del tessuto osseo,un tipo di frattura,una importante riduzione della densità ossea,,una importante riduzione della densità ossea
SIMULAZIONE ALTRE BUSTE 3,VATB3_30,Fabbisogno giornaliero di sodio (NaCl),10g (solo Na = sodio 2g/giorno),15g,6g,,6g
SIMULAZIONE ALTRE BUSTE 3,VATB3_31,cos'è la biologia,E' la branca della medicina che studia le reazioni chimiche complesse che danno origine alla vita,E' la scienza che studia la vita ovvero i processi fisici e chimici dei fenomeni che caratterizzano che caratterizzano i sistemi viventi,lo studio scientifico delle funzioni vitali degli organismi viventi,,E' la scienza che studia la vita ovvero i processi fisici e chimici dei fenomeni che caratterizzano che caratterizzano i sistemi viventi
SIMULAZIONE ALTRE BUSTE 3,VATB3_32,cos'è la biochimica,La branca della chimica che studia le reazioni chimiche complesse che danno origine alla vita di materia,materia a metà tra chimica e biologia,entrambi,,La branca della chimica che studia le reazioni chimiche complesse che danno origine alla vita di materia
SIMULAZIONE ALTRE BUSTE 3,VATB3_33,l'atomo,è compreso e composto da particelle elementari piccolissime protoni neutroni ed elettroni,composto da particelle elementari piccolissime protoni ed elettroni,nessuna delle precedenti,,è compreso e composto da particelle elementari piccolissime protoni neutroni ed elettroni
SIMULAZIONE ALTRE BUSTE 3,VATB3_34,la cellula,è la più piccola unità che non presenta le proprietà tipiche della vitamina,è una unità indivisibile,è la più piccola unità che presenta le proprietà tipiche della vita,,è la più piccola unità che presenta le proprietà tipiche della vita
